2.000000029802322388e-01,-5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.851366729736328125e+02,-1.270953002929687500e+03,3.141544433593750000e+03,-2.760977050781250000e+03,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.198064117431640625e+02,-1.512521728515625000e+03,3.742466064453125000e+03,-3.290773681640625000e+03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.271596221923828125e+02,-8.749401855468750000e+02,2.164864257812500000e+03,-1.903581542968750000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.842127075195312500e+02,1.955529785156250000e+03,-4.838511230468750000e+03,4.254510742187500000e+03
2.000000029802322388e-01,-4.447679817676544189e-01,5.515965819358825684e-01,-4.001431763172149658e-01,-1.223949241638183594e+01,2.603669929504394531e+01,1.796795196533203125e+02,-7.238234863281250000e+02,7.446151123046875000e+02,3.065079212188720703e+00,6.448991298675537109e-01,-5.430175662040710449e-01,-1.465234184265136719e+01,3.134761428833007812e+01,2.141875000000000000e+02,-8.646173095703125000e+02,8.898931884765625000e+02,1.037660002708435059e+00,3.733211755752563477e-01,-3.122316896915435791e-01,-8.470660209655761719e+00,1.813517761230468750e+01,1.238884811401367188e+02,-5.001498413085937500e+02,5.147895507812500000e+02,-8.417779952287673950e-02,-8.344894051551818848e-01,6.973748207092285156e-01,1.893256378173828125e+01,-4.052655792236328125e+01,-2.768943481445312500e+02,1.117804321289062500e+03,-1.150516235351562500e+03
2.000000029802322388e-01,-3.860077857971191406e-01,1.372572928667068481e-01,5.113812685012817383e-01,6.348365783691406250e+00,-2.008563423156738281e+01,-6.343196105957031250e+01,3.186376647949218750e+02,-3.437294311523437500e+02,3.129870891571044922e+00,1.246417537331581116e-01,5.532727837562561035e-01,7.596005916595458984e+00,-2.406515312194824219e+01,-7.584294128417968750e+01,3.812332153320312500e+02,-4.112850036621093750e+02,1.075309991836547852e+00,7.372078299522399902e-02,3.246823251247406006e-01,4.397111415863037109e+00,-1.392518043518066406e+01,-4.386811828613281250e+01,2.205555267333984375e+02,-2.379538421630859375e+02,-1.683560013771057129e-01,-1.648836135864257812e-01,-7.251758575439453125e-01,-9.826648712158203125e+00,3.111711311340332031e+01,9.803716278076171875e+01,-4.929183959960937500e+02,5.318322143554687500e+02
2.000000029802322388e-01,-3.237563073635101318e-01,4.112112224102020264e-01,-2.372661828994750977e-01,-3.359747171401977539e+00,1.142076683044433594e+01,3.020052528381347656e+01,-1.625835266113281250e+02,1.776130523681640625e+02,3.194058656692504883e+00,4.283551871776580811e-01,-3.464342057704925537e-01,-4.027941226959228516e+00,1.367202663421630859e+01,3.615750503540039062e+01,-1.945657958984375000e+02,2.125002441406250000e+02,1.112969994544982910e+00,2.515596747398376465e-01,-1.942607909440994263e-01,-2.326811790466308594e+00,7.912939548492431641e+00,2.091728401184082031e+01,-1.125798492431640625e+02,1.229584503173828125e+02,-2.525329887866973877e-01,-5.622493624687194824e-01,4.337861537933349609e-01,5.197568416595458984e+00,-1.768373870849609375e+01,-4.672584915161132812e+01,2.516466979980468750e+02,-2.749415588378906250e+02
2.000000029802322388e-01,-2.580772042274475098e-01,2.876141369342803955e-01,1.954668164253234863e-01,1.790043950080871582e+00,-6.197166442871093750e+00,-1.570473670959472656e+01,8.607475280761718750e+01,-9.433525085449218750e+01,3.257362365722656250e+00,2.548272311687469482e-01,1.691103726625442505e-01,2.142168521881103516e+00,-7.409875869750976562e+00,-1.882123756408691406e+01,1.029345550537109375e+02,-1.127107696533203125e+02,1.150619983673095703e+00,1.541223675012588501e-01,1.065048724412918091e-01,1.243351221084594727e+00,-4.289318561553955078e+00,-1.089343547821044922e+01,5.956198120117187500e+01,-6.520590972900390625e+01,-3.367109894752502441e-01,-3.447253108024597168e-01,-2.379246801137924194e-01,-2.773018121719360352e+00,9.594795227050781250e+00,2.429928398132324219e+01,-1.332714843750000000e+02,1.461036376953125000e+02
2.000000029802322388e-01,-1.890550404787063599e-01,3.796602487564086914e-01,-4.234446957707405090e-02,-9.603970646858215332e-01,3.329080104827880859e+00,8.343359947204589844e+00,-4.599459457397460938e+01,5.048186874389648438e+01,3.319495916366577148e+00,3.389855921268463135e-01,-1.166447848081588745e-01,-1.156501650810241699e+00,3.970603466033935547e+00,1.002318000793457031e+01,-5.486052703857421875e+01,6.003113174438476562e+01,1.188279986381530762e+00,2.066675424575805664e-01,-5.709182843565940857e-02,-6.670916676521301270e-01,2.296780586242675781e+00,5.807980060577392578e+00,-3.172628784179687500e+01,3.468576049804687500e+01,-4.208889901638031006e-01,-4.616564512252807617e-01,1.282590031623840332e-01,1.480898618698120117e+00,-5.159790515899658203e+00,-1.289943599700927734e+01,7.127361297607421875e+01,-7.830360412597656250e+01
2.000000029802322388e-01,-1.168010309338569641e-01,3.550585210323333740e-01,8.323321491479873657e-02,5.080605745315551758e-01,-1.789393663406372070e+00,-4.445384502410888672e+00,2.468001937866210938e+01,-2.716428184509277344e+01,3.380192995071411133e+00,2.823539674282073975e-01,3.101003728806972504e-02,6.133122444152832031e-01,-2.113815546035766602e+00,-5.383301258087158203e+00,2.918305778503417969e+01,-3.179187202453613281e+01,1.225939989089965820e+00,1.783653795719146729e-01,3.017629496753215790e-02,3.597212433815002441e-01,-1.218999505043029785e+00,-3.127526998519897461e+00,1.683377647399902344e+01,-1.828524208068847656e+01,-5.050669908523559570e-01,-3.991884887218475342e-01,-6.913995742797851562e-02,-7.879319190979003906e-01,2.779932260513305664e+00,6.853871822357177734e+00,-3.835143661499023438e+01,4.235239791870117188e+01
2.000000029802322388e-01,-4.144924879074096680e-02,3.917114436626434326e-01,1.276080776005983353e-02,-2.740047872066497803e-01,9.672349095344543457e-01,2.352643013000488281e+00,-1.334997367858886719e+01,1.482985115051269531e+01,3.439166784286499023e+00,2.994356751441955566e-01,-5.223043262958526611e-02,-3.421162962913513184e-01,1.110993623733520508e+00,2.931195497512817383e+00,-1.532556343078613281e+01,1.642247772216796875e+01,1.263589978218078613e+00,1.937033087015151978e-01,-1.561916153877973557e-02,-1.970582753419876099e-01,6.338723301887512207e-01,1.713402867317199707e+00,-8.765561103820800781e+00,9.303293228149414062e+00,-5.892450213432312012e-01,-4.322683513164520264e-01,3.776806592941284180e-02,4.130673110485076904e-01,-1.518385648727416992e+00,-3.591836452484130859e+00,2.094192123413085938e+01,-2.352081680297851562e+01
2.000000029802322388e-01,3.684727847576141357e-02,3.947196602821350098e-01,4.796298965811729431e-02,1.353162378072738647e-01,-5.377479791641235352e-01,-1.210250616073608398e+00,7.411817550659179688e+00,-8.484928131103515625e+00,3.496172666549682617e+00,2.744230926036834717e-01,-1.382058300077915192e-02,1.867253780364990234e-01,-5.548551678657531738e-01,-1.664599180221557617e+00,7.665905475616455078e+00,-7.697669982910156250e+00,1.301249980926513672e+00,1.851377934217453003e-01,7.492135278880596161e-03,1.138954386115074158e-01,-3.071391582489013672e-01,-9.905039072036743164e-01,4.259049415588378906e+00,-4.109505653381347656e+00,-6.734229922294616699e-01,-4.152449369430541992e-01,-2.160481549799442291e-02,-2.048342078924179077e-01,8.691017031669616699e-01,1.780982494354248047e+00,-1.198722267150878906e+01,1.418420314788818359e+01
2.000000029802322388e-01,1.179103329777717590e-01,4.136823117733001709e-01,2.413807250559329987e-02,-6.824754923582077026e-02,3.233120739459991455e-01,5.565907955169677734e-01,-4.467082023620605469e+00,5.566286563873291016e+00,3.550969839096069336e+00,2.714997231960296631e-01,-3.586513549089431763e-02,-1.275230497121810913e-01,2.247413396835327148e-01,1.068444490432739258e+00,-3.110832691192626953e+00,2.098973035812377930e+00,1.338899970054626465e+00,1.903859227895736694e-01,-2.523001283407211304e-03,-7.670184224843978882e-02,1.071250662207603455e-01,6.683707833290100098e-01,-1.494258284568786621e+00,6.018182635307312012e-01,-7.576000094413757324e-01,-4.230687916278839111e-01,1.418216153979301453e-02,7.919985800981521606e-02,-5.706726908683776855e-01,-6.889542341232299805e-01,7.870661735534667969e+00,-1.057088375091552734e+01
